"guide","dataset","table","variable","type","n_rows","missing","missing_pct","distinct","domain_or_distribution","values_if_small_domain","metadata_match","plida_variable_descriptions","plida_products","blade_item","blade_valid_response","blade_available_periods"
"pit","SMSF","pmp-smsf-2016-17","NN_DDC_EXN_INT_CPT_WRK_EXP_AMT","numeric",5,0,0,5,"6437.24 / 10077.76 / 16348.42 / 17785.63 / 19289.38","10077.76; 16348.42; 17785.63; 19289.38; 6437.24","matched PLIDA variable metadata","The share of the fund's capital works write-off that it cannot deduct, usually because the building supports pension income. The ATO says ""…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NN_DDC_EXP_DPR_AST_VAL_DCL_AMT","numeric",5,0,0,5,"8092.47 / 12536.26 / 14363.13 / 14731.59 / 51008.75","12536.26; 14363.13; 14731.59; 51008.75; 8092.47","matched PLIDA variable metadata","The part of the year's depreciation on the fund's assets that it cannot deduct. The ATO says ""Write at label E2 the amount for the decline …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NN_DDCTB_EXPN_INTS_WTH_AUS_AMT","numeric",5,0,0,5,"6891.31 / 9360.22 / 11973.98 / 13161.96 / 47188.64","11973.98; 13161.96; 47188.64; 6891.31; 9360.22","matched PLIDA variable metadata","Interest on overseas borrowings that the fund cannot deduct, which is what the custodian's own description says this column holds. The ATO …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NN_DDCTB_EXPN_SMSF_AUD_FEE_AMT","numeric",5,0,0,5,"373.94 / 922.95 / 1550.01 / 1554.27 / 1734.19","1550.01; 1554.27; 1734.19; 373.94; 922.95","matched PLIDA variable metadata","The part of the fund's audit fee it cannot deduct, which is the share attributable to exempt pension income. The ATO says ""Write at label H…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NN_DDCTBL_EXPNS_FRSTRY_MIS_AMT","numeric",5,0,0,5,"298.60 / 1271.53 / 1482.56 / 2475.97 / 2534.46","1271.53; 1482.56; 2475.97; 2534.46; 298.6","matched PLIDA variable metadata","Payments to a forestry managed investment scheme that the fund cannot deduct. The ATO says ""Write at label U2 the total amount of payments …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NO_TFN_QTD_CNTRBTNS_TAX_AMT","numeric",5,0,0,5,"688.46 / 3728.88 / 3854.91 / 7090.51 / 7358.53","3728.88; 3854.91; 688.46; 7090.51; 7358.53","matched PLIDA variable metadata","The penalty tax the fund pays on contributions made for a member whose tax file number it does not hold. It is the top-up that lifts those …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_ARMS_LNGTH_INCM_NET_AMT","numeric",5,0,0,5,"5439.89 / 9764.16 / 16034.82 / 16956.44 / 18569.43","16034.82; 16956.44; 18569.43; 5439.89; 9764.16","matched PLIDA variable metadata","All of the fund's non-arm's length income for the year, added up and taxed at the top rate. The ATO forms it by adding the private company …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_ARMS_LNGTH_OI_NET_AMT","numeric",5,0,0,5,"7461.67 / 10868.34 / 13283.42 / 13732.33 / 49002.60","10868.34; 13283.42; 13732.33; 49002.6; 7461.67","matched PLIDA variable metadata","Non-arm's length income the fund earned that was neither a private company dividend nor a trust distribution, net of the expenses attribute…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_ASSBL_FRGN_SF_AMT","numeric",5,0,0,5,"6196.41 / 7522.82 / 10378.66 / 12467.07 / 44978.64","10378.66; 12467.07; 44978.64; 6196.41; 7522.82","matched PLIDA variable metadata","Money transferred in from a foreign superannuation fund that is not taxed in the Australian fund. The ATO says to ""Write at label J the tot…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_ASSBL_TFR_FRM_RSRV_AMT","numeric",5,0,0,5,"792.91 / 7063.56 / 27793.68 / 34705.89 / 35541.40","27793.68; 34705.89; 35541.4; 7063.56; 792.91","matched PLIDA variable metadata","An amount moved out of the fund's own reserves into the member's account that is not taxed as a contribution to the fund. The ATO says to ""…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_DDCTBL_EXPNS_INTST_OS_AMT","numeric",5,0,0,5,"779.66 / 1175.41 / 1405.24 / 1406.73 / 5006.79","1175.41; 1405.24; 1406.73; 5006.79; 779.66","matched PLIDA variable metadata","Interest the fund incurred on borrowed money that it cannot deduct, usually the share relating to exempt pension income. The custodian's wo…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_DDCTBL_EXPNS_INVMT_AMT","numeric",5,0,0,5,"806.05 / 1245.16 / 1433.11 / 1465.81 / 5090.69","1245.16; 1433.11; 1465.81; 5090.69; 806.05","matched PLIDA variable metadata","Investment management costs the fund cannot deduct, in practice the share of them that relates to exempt current pension income. The ATO sa…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_DDCTBL_EXPNS_MGT_ADMIN_AMT","numeric",5,0,0,5,"569.13 / 1542.06 / 2342.93 / 3155.54 / 3191.28","1542.06; 2342.93; 3155.54; 3191.28; 569.13","matched PLIDA variable metadata","Fund running costs that cannot be deducted, such as set-up fees, trust deed changes and late lodgment penalties. The ATO lists ""fees for se…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_DDCTBL_EXPNS_OTHR_AMT","numeric",5,0,0,5,"355.63 / 1328.57 / 1663.95 / 2626.78 / 2665.41","1328.57; 1663.95; 2626.78; 2665.41; 355.63","matched PLIDA variable metadata","Expenses that fit no other Section C label and cannot be deducted, the largest of which is normally the fund's own income tax. The ATO says…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_DDCTBL_EXPNS_OTHR_CD","character",5,5,100,0,"","","matched PLIDA variable metadata","A single letter naming the largest kind of expense inside the non-deductible other amounts figure at label L2. The ATO says to ""Print the c…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_DDCTBL_EXPNS_TOTL_AMT","numeric",5,0,0,5,"285.06 / 1258.00 / 1439.51 / 2440.18 / 2503.39","1258; 1439.51; 2440.18; 2503.39; 285.06","matched PLIDA variable metadata","Everything the fund spent during the year that it cannot claim as a deduction, added across the non-deductible column. The ATO instruction …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_RFNDBL_CRRY_FWD_TO_AMT","numeric",5,0,0,5,"4582.84 / 14312.18 / 19904.12 / 28982.01 / 29010.68","14312.18; 19904.12; 28982.01; 29010.68; 4582.84","matched PLIDA variable metadata","Tax offsets that can cut the fund's tax to zero and be kept for later if unused, all of them early stage investment incentives. The ATO exp…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","NON_RSDNTL_RL_PRPTY_AMT","numeric",5,0,0,5,"17691.0 / 56882.6 / 214213.0 / 246149.2 / 255807.5","17690.98; 214212.99; 246149.2; 255807.55; 56882.56","matched PLIDA variable metadata","Market value at 30 June of commercial property the fund owns directly in Australia, such as business premises or farm land. The ATO says to…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OD_AMT","numeric",5,0,0,5,"6154.68 / 9988.92 / 16259.57 / 17550.71 / 19085.41","16259.57; 17550.71; 19085.41; 6154.68; 9988.92","matched PLIDA variable metadata","Deductible expenses that fit none of the other Section C labels, reported with a code for the largest component. The ATO says to ""Write at …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OI_TYP_CD","character",5,5,100,0,"","","matched PLIDA variable metadata","A single letter naming the largest kind of income inside the fund's other income figure at label S. The ATO asks the trustee to ""Write in t…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OS_MNGD_INVSTMNTS_AMT","numeric",5,0,0,5,"20163.9 / 59355.4 / 222077.6 / 251826.4 / 262346.2","20163.87; 222077.63; 251826.41; 262346.21; 59355.45","matched PLIDA variable metadata","Market value at 30 June of money the fund has placed with investment managers located outside Australia. The ATO says to ""Write at label S …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OS_NON_RSDNTL_RL_PRPTY_AMT","numeric",5,0,0,5,"32288.8 / 93097.2 / 135996.6 / 189687.4 / 190778.4","135996.64; 189687.41; 190778.4; 32288.83; 93097.25","matched PLIDA variable metadata","Market value at 30 June of commercial property the fund owns outside Australia. The ATO says to ""Write at label Q the value (on 30 June 202…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OS_OTHR_ASTS_NUM","integer",5,0,0,4,"0 / 2 / 3 / 5 / 5","0; 2; 3; 5","matched PLIDA variable metadata","Market value at 30 June of overseas assets that fit none of the named overseas categories, despite the count-like variable name. The ATO sa…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OS_RL_PRPTY_AMT","numeric",5,0,0,5,"18923.7 / 79732.1 / 93490.9 / 155439.1 / 159003.9","155439.1; 159003.94; 18923.67; 79732.09; 93490.92","matched PLIDA variable metadata","Market value at 30 June of overseas real property held in a bare trust as security for a limited recourse borrowing. The ATO is explicit ab…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OS_RSDNTL_RL_PRPTY_AMT","numeric",5,0,0,5,"13748.1 / 52939.7 / 201673.3 / 237097.2 / 245382.0","13748.09; 201673.28; 237097.19; 245382.01; 52939.67","matched PLIDA variable metadata","Market value at 30 June of housing the fund owns outside Australia. The ATO says to ""Write at label R the value (on 30 June 2025) of the SM…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OS_SHRS_AMT","numeric",5,0,0,5,"40079.8 / 50593.1 / 67971.0 / 79271.4 / 285417.0","285417.04; 40079.81; 50593.09; 67971.03; 79271.39","matched PLIDA variable metadata","Market value at 30 June of shares and similar equities the fund holds directly on an overseas exchange. The ATO says to ""Write at label P t…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OTHR_AMT","numeric",5,0,0,5,"5584.58 / 15313.92 / 23090.00 / 31310.46 / 31630.75","15313.92; 23090; 31310.46; 31630.75; 5584.58","matched PLIDA variable metadata","Market value at 30 June of anything else the fund holds in a bare trust as security for a limited recourse borrowing. The ATO defines it by…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OTHR_FMLY_FRND_CNTRBTNS_AMT","numeric",5,0,0,5,"1064.78 / 1449.98 / 2126.67 / 3409.56 / 12508.92","1064.78; 12508.92; 1449.98; 2126.67; 3409.56","matched PLIDA variable metadata","Contributions made for the member by someone other than an employer, a spouse or a parent of a child member. The current label is called ot…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","OUTWD_RLVR_AMT","numeric",5,0,0,5,"256.34 / 2480.63 / 3296.77 / 5947.93 / 6366.48","2480.63; 256.34; 3296.77; 5947.93; 6366.48","matched PLIDA variable metadata","Benefits transferred out of the member's account to another superannuation fund during the year. The ATO says to ""Write at label Q the tota…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","PAYG_INSTLMNTS_RSD_AMT","numeric",5,0,0,5,"3362.81 / 3873.32 / 9633.46 / 35966.82 / 42336.55","3362.81; 35966.82; 3873.32; 42336.55; 9633.46","matched PLIDA variable metadata","Pay as you go instalments the fund was liable for during the year, credited against its final assessment. The ATO says to ""Write at label K…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","PRMRY_RSDNC_DSPSL_PRCD_AMT","numeric",5,0,0,5,"5505.98 / 15235.33 / 22840.05 / 31130.03 / 31422.94","15235.33; 22840.05; 31130.03; 31422.94; 5505.98","matched PLIDA variable metadata","Proceeds from selling the member's home that were contributed under the downsizer rules. The ATO caps it: ""The downsizer contribution amoun…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","PRSNL_CNTRBTNS_AMT","numeric",5,0,0,5,"1806.79 / 4847.21 / 7411.57 / 9925.96 / 10047.52","10047.52; 1806.79; 4847.21; 7411.57; 9925.96","matched PLIDA variable metadata","Money the member put into the fund themselves, before any decision about claiming a deduction for it. The ATO says to ""Write at label B the…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","PRSNL_INJRY_ELCTN_AMT","numeric",5,0,0,5,"5736.62 / 6307.07 / 9323.08 / 12007.28 / 43516.35","12007.28; 43516.35; 5736.62; 6307.07; 9323.08","matched PLIDA variable metadata","Compensation for personal injury the member contributed to the fund and elected to keep outside their non-concessional cap. The ATO defines…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","RBTS_OFSTS_FRGN_CRDTS_AMT","numeric",5,0,0,5,"2141.85 / 3448.01 / 3709.51 / 3955.48 / 13129.80","13129.8; 2141.85; 3448.01; 3709.51; 3955.48","matched PLIDA variable metadata","Tax offsets that reduce the fund's gross tax but are lost if they exceed it, being the foreign income tax offset plus other rebates. The AT…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","RBTS_TAX_OFSTS_AMT","numeric",5,0,0,5,"1687.43 / 2246.45 / 2912.23 / 3255.09 / 11684.58","11684.58; 1687.43; 2246.45; 2912.23; 3255.09","matched PLIDA variable metadata","Tax offsets the fund claims that fit no named label, and, for a non-complying fund, its franking credits. The ATO says to ""Write at label C…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","RCPT_DT","Date",5,0,0,5,"2016-08-10 to 2017-03-20","2016-08-10; 2016-09-17; 2017-01-02; 2017-02-09; 2017-03-20","matched PLIDA variable metadata","A date reported on the member's statement, most likely the day the fund received a downsizer contribution. The member sections of the SMSF …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","RFNDBL_TAX_OFSTS_AMT","numeric",5,0,0,5,"1091.47 / 2356.61 / 3924.28 / 4015.87 / 4448.53","1091.47; 2356.61; 3924.28; 4015.87; 4448.53","matched PLIDA variable metadata","Tax offsets the fund gets back in cash if they exceed its tax, dominated by franking credits on Australian dividends. The ATO explains that…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","RMNDR_OF_RFNDBL_TAX_OFSTS_AMT","numeric",5,0,0,5,"1705.21 / 2293.48 / 2953.05 / 3272.87 / 11741.14","11741.14; 1705.21; 2293.48; 2953.05; 3272.87","matched PLIDA variable metadata","The part of the fund's refundable offsets left after tax is reduced to zero, which comes back as cash. The ATO says to ""Subtract the amount…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","RNTL_CPTL_WRKS_DDCTNS_AMT","numeric",5,0,0,5,"182.30 / 809.37 / 3106.97 / 3707.08 / 3826.51","182.3; 3106.97; 3707.08; 3826.51; 809.37","matched PLIDA variable metadata","The deduction the fund claims for building and structural works, written off over many years rather than in the year of the spending. The A…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","RSDNTL_RL_PRPTY_AMT","numeric",5,0,0,5,"29215.2 / 90023.7 / 126221.6 / 182631.1 / 182651.4","126221.59; 182631.12; 182651.4; 29215.24; 90023.66","matched PLIDA variable metadata","Market value at 30 June of housing the fund owns directly in Australia. The ATO says to ""Write at label L the value (on 30 June 2025) of th…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","RSRV_ACNTS_NUM","integer",5,0,0,5,"0 / 1 / 2 / 3 / 5","0; 1; 2; 3; 5","matched PLIDA variable metadata","Value at 30 June of fund assets not allocated to any member's account, despite the count-like variable name. The ATO says to ""Write at labe…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SBTOTL_2_AMT","numeric",5,0,0,5,"1353.26 / 2265.11 / 8535.77 / 32475.78 / 39434.10","1353.26; 2265.11; 32475.78; 39434.1; 8535.77","matched PLIDA variable metadata","The fund's tax after the non-refundable offsets have been applied, and before franking credits and the other refundable ones. The ATO says …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SBTOTL_AMT","numeric",5,0,0,5,"7885.98 / 11990.26 / 14156.63 / 14257.53 / 50352.02","11990.26; 14156.63; 14257.53; 50352.02; 7885.98","matched PLIDA variable metadata","The fund's income tax after every offset is applied, which the return calls tax payable rather than a subtotal. The ATO instruction is to ""…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SF_SID","character",5,0,0,2,"186994306416=3; 186076706416=2","186076706416; 186994306416","matched PLIDA variable metadata","The self-managed fund itself, carried as a scrambled code so a fund's return can be joined to its members' statements. It is the key that t…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SH_CR_TF_AM_WD_PM_CL_HD_TR_AMT","numeric",5,0,0,5,"1707.88 / 2300.53 / 2959.18 / 3275.54 / 11749.62","11749.62; 1707.88; 2300.53; 2959.18; 3275.54","matched PLIDA variable metadata","Tax a closely held trust withheld from a distribution because the fund had not given the trustee its tax file number. The ATO says to ""Writ…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SMSF_EXPNS_TOTL_AMT","numeric",5,0,0,5,"741.19 / 1073.66 / 1316.90 / 1368.25 / 4884.41","1073.66; 1316.9; 1368.25; 4884.41; 741.19","matched PLIDA variable metadata","Everything the fund spent during the year, deductible and not, and the closest thing on the return to a running cost figure. The ATO says t…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SMSF_MBR_PRPTY_CNT","integer",5,0,0,5,"0 / 1 / 3 / 4 / 5","0; 1; 3; 4; 5","matched PLIDA variable metadata","How many separate properties the fund holds under limited recourse borrowing arrangements. The ATO says to ""Write at label J7 the total num…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SP_ID_NN_CDBIS_RTM_PHS_BAL_AMT","numeric",5,0,0,5,"24172.9 / 31452.2 / 63364.4 / 234827.6 / 272946.5","234827.56; 24172.86; 272946.52; 31452.16; 63364.44","matched PLIDA variable metadata","The member's 30 June balance in ordinary retirement phase pensions, such as an account based pension. The ATO says to ""Write at label S2 th…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SPNT_IDV_CDBIS_RTM_PHS_BAL_AMT","numeric",5,0,0,5,"33751.8 / 33861.0 / 53443.4 / 72943.4 / 265291.9","265291.92; 33751.83; 33861.04; 53443.37; 72943.41","matched PLIDA variable metadata","The member's 30 June balance in capped defined benefit income streams, such as a lifetime or life expectancy pension. The ATO says to ""Writ…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SPNTN_IDV_ACMLTN_PHS_BAL_AMT","numeric",5,0,0,5,"46523.5 / 107331.9 / 181267.7 / 222367.0 / 228416.8","107331.91; 181267.66; 222367.05; 228416.76; 46523.49","matched PLIDA variable metadata","The member's 30 June balance in accounts still in accumulation phase. The ATO says to ""Write at label S1 the closing account balance of acc…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SPNTN_IDV_ACMLTN_PHS_TOTL_AMT","numeric",5,0,0,5,"6375.61 / 16104.96 / 25605.77 / 33126.50 / 33722.36","16104.96; 25605.77; 33126.5; 33722.36; 6375.61","matched PLIDA variable metadata","What the member would actually receive from their accumulation accounts if they cashed out, which can be less than the account balance. The…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SPNTN_IDV_RTMT_PHS_TOTL_AMT","numeric",5,0,0,5,"1346.46 / 9611.36 / 11075.81 / 20424.60 / 21580.67","11075.81; 1346.46; 20424.6; 21580.67; 9611.36","matched PLIDA variable metadata","What the member would actually receive from their ordinary retirement phase accounts if they cashed out. The ATO defines it: ""The retiremen…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SPRVSRY_LVY_AMT","numeric",5,0,0,5,"5106.91 / 14836.26 / 21570.87 / 30213.85 / 30367.75","14836.26; 21570.87; 30213.85; 30367.75; 5106.91","matched PLIDA variable metadata","The flat annual levy that pays for ATO supervision of self-managed funds, printed on the return rather than worked out by the trustee. The …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SPRVSRY_LVY_NEW_FNDS_ADJST_AMT","numeric",5,0,0,5,"1074.53 / 2143.71 / 8414.36 / 32089.67 / 39113.08","1074.53; 2143.71; 32089.67; 39113.08; 8414.36","matched PLIDA variable metadata","An extra levy a newly registered fund pays with its first return, covering the year it has just finished. The ATO explains that ""The amount…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SPRVSRY_LVY_WND_UP_FND_ADJ_AMT","numeric",5,0,0,5,"4506.65 / 5055.71 / 7759.86 / 11326.37 / 41350.83","11326.37; 41350.83; 4506.65; 5055.71; 7759.86","matched PLIDA variable metadata","A credit that cancels the levy for a fund that wound up during the year, so it does not pay for a year in which it will not exist. The ATO …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SPS_CHLD_CNTRBTNS_AMT","numeric",5,0,0,5,"2423.50 / 3638.89 / 4361.65 / 4383.08 / 15605.03","15605.03; 2423.5; 3638.89; 4361.65; 4383.08","matched PLIDA variable metadata","Money put into the member's account by their spouse, or by a parent or relative for a member under 18. The ATO defines the label as coverin…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","SYNTHETIC_AEUID","character",5,0,0,5,"EA1FE0000063=1; EA1FE00000EE=1; EA1FE000013D=1; EA1FE0000154=1; EA1FE00001CF=1","EA1FE0000063; EA1FE00000EE; EA1FE000013D; EA1FE0000154; EA1FE00001CF","matched PLIDA variable metadata","The individual member a superannuation statement belongs to, carried as a meaningless code in place of a name or tax file number. The Produ…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TAX_LDGMT_PMT_OBLGTNS_IND","logical",5,0,0,2,"TRUE=4; FALSE=1","FALSE; TRUE","matched PLIDA variable metadata","The trustees' own yes or no answer on whether the fund has met all its tax lodgement and payment obligations. The question hangs off item 9…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TAX_LSS_CF_AMT","numeric",5,0,0,5,"616.37 / 2184.04 / 8278.27 / 9636.45 / 9990.99","2184.04; 616.37; 8278.27; 9636.45; 9990.99","matched PLIDA variable metadata","The stock of tax losses the fund still has available to deduct in later years. The ATO says to ""Write at label U the total tax losses of th…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TAX_ON_TI_AMT","numeric",5,0,0,5,"1216.21 / 2395.84 / 3963.50 / 4119.58 / 4538.58","1216.21; 2395.84; 3963.5; 4119.58; 4538.58","matched PLIDA variable metadata","Tax worked out on the fund's taxable income alone, before any other charge, offset or credit. The rate depends on the fund's status and on …","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
"pit","SMSF","pmp-smsf-2016-17","TI_AMT","numeric",5,0,0,5,"7689.96 / 11471.96 / 13807.52 / 13960.62 / 49728.63","11471.96; 13807.52; 13960.62; 49728.63; 7689.96","matched PLIDA variable metadata","The taxable income the fund's tax is actually calculated on, which is set to zero whenever the fund made a loss. The ATO instruction is exp…","pmp-smsf-2007-08 | pmp-smsf-2008-09 | pmp-smsf-2009-10 | ... (16 products)","","",""
