"dataset","variable","official_product","official_table","logical_output","determination","exact_rationale","evidence_source","caveat"
"DOMINO","RENT_BEN_STATUS",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these benefit-status codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","RENT_TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","The code is a local mnemonic. Keep typed missing without a source value.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","RFRL_RSN_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these referral codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ROW_TYPE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these row-type codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","STDNT_PRTCPN_STS",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these student-status codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","STDNT_STS_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these student-status codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","SUP_BEN_STATUS",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these benefit-status codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","SUP_TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","The codes are local mnemonics. Their field-level equivalence is not publicly verified.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","TASK_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these task codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","TYPE_CODE",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these apprenticeship codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"DOMINO","ZERO_PAY_RSN",,,,"typed_missing_unpublished_internal_codeframe","No public DOMINO code table confirms these zero-payment reason codes.","R/generate_domino.R; inst/internal-docs/variable-evidence-appendices/dss-variable-evidence.qmd","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"NACDC","SERVICE_TYPE_CODE",,,,"typed_missing_unpublished_service_type_codeframe","The source-backed NACDC service descriptors do not establish the exact internal SERVICE_TYPE_CODE values used by these PLIDA tables.","PLIDA data item list; R/generate_nacdc.R; src/rust/src/nacdc.rs; tests/testthat/test-generate-nacdc-canonical-values.R","Service descriptions remain usable; the unpublished internal code remains missing."
"NDIS","DECIND",,,,"unsupported_typed_missing","The PLIDA Data Item List supplies no description or valid-response domain. The name alone does not distinguish a deceased indicator from another decision or declaration indicator, so a value would be fabricated.","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation","The field stays typed missing so synthetic output does not imply source coverage or a codeframe that the public documentation does not support."
"NDIS","GOALTOLEAVEIND",,,,"unsupported_typed_missing","The PLIDA Data Item List supplies no description or valid-response domain. No public NDIS goal data rule defines this internal indicator, so assigning Y/N would conceal an unresolved semantic question.","https://dataresearch.ndis.gov.au/media/2169/download?attachment=","The field stays typed missing so synthetic output does not imply source coverage or a codeframe that the public documentation does not support."
"NDIS","OTHERDSBLTY",,,,"structural_source_blank","The official DIL description says that secondary disability is currently blank. Synthetic values would imply source coverage that the delivered field does not have.","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation","The field stays typed missing so synthetic output does not imply source coverage or a codeframe that the public documentation does not support."
"NDIS","POSTRACHSGSUPP",,,,"unsupported_typed_missing","The PLIDA Data Item List supplies no description or valid-response domain. The abbreviated name is insufficient to determine a support, status, or indicator domain.","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation","The field stays typed missing so synthetic output does not imply source coverage or a codeframe that the public documentation does not support."
"NDIS","RSDSINMMMCD",,,,"unsupported_typed_missing","The DIL describes this field as a mesh-block code, while its name implies an MMM code and the same table already contains NDISMMMSCD. No public crosswalk resolves the conflict, so copying an MMM or fabricating a mesh-block code would be unsafe.","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation","The field stays typed missing so synthetic output does not imply source coverage or a codeframe that the public documentation does not support."
"NDIS","VISATYPE",,,,"structural_source_blank","The official DIL description says that visa type is currently blank. Synthetic values would imply source coverage that the delivered field does not have.","https://www.abs.gov.au/statistics/data-integration/integrated-data/person-level-integrated-data-asset-plida/plida-data-and-legislation","The field stays typed missing so synthetic output does not imply source coverage or a codeframe that the public documentation does not support."
"PIT_ITR","AGE_PNSN_ACTN_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","AGE_RANGE",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","GEOCODE_INDEX",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","HLTH_FND_CVR_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","INCM_TYP_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","INVMT_PSHP_AND_OTHR_SRCS_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","OCPTN4_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","OTHR_TAX_OFSTS_CLM_TYP_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","PRVT_HLTH_CVR_PLCY_TYPE_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","REPAIR_RESULT",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","STS_INCM_NET_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","SUPER_CONTRB_ACTN_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","TAXABLE_STATUS",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","UNPLMT_SKNS_BNFT_ACTN_CD",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","XMEMPTYPEGOV",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","XMEMPTYPENFP",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_ITR","XPAYGVARY",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_PS","CONST",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"PIT_PS","REPAIR_RESULT",,,,"typed_missing_private_codeframe","R/dil_tax_values.R has no field rule and returns NULL. The shared categorical fallback returns NA_character_ so an unverified private ATO codeframe is not concealed by invented values.","inst/plida_metadata/variables.csv; R/dil_tax_values.R; R/complete_dil_structures.R; https://www.ato.gov.au/api/public/content/a9a181ef-2223-491e-9e44-2de03b272a91_Individual_tax_return_instructions_2022_pdf","The DIL proves the field exists but does not enumerate its values. Keep typed missing until an exact source or defensible rule is recorded."
"RPS","GEOCODED_INDEX",,,,"typed_missing_unpublished_internal_codeframe","The field can be an index rather than a flag. The helper now omits the binary fallback.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"RPS","ROLE_CD",,,,"typed_missing_unpublished_internal_codeframe","No ALife or public RPS codeframe supports these values. Keep typed missing without a source value.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"RPS","ROLE_CD_UPDATED",,,,"typed_missing_unpublished_internal_codeframe","No ALife or public RPS codeframe supports these values. Keep typed missing without a source value.","PLIDA DIL description; R/dil_social_employment_values.R only","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","ACNT_PHS_CD",,,,"typed_missing_unpublished_internal_codeframe","The concepts are public. The compact PLIDA codes are not verified.","ATO super fund member reporting user guide; src/rust/src/sae.rs","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","AGE_RANGE",,,,"typed_missing_unpublished_internal_codeframe","No public SAE field codeframe confirms these exact bin boundaries.","src/rust/src/sae.rs; PLIDA DIL description","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","LOST_MBR_REGR_MBR_STS_CD",,,,"typed_missing_unpublished_internal_codeframe","The concepts are public. The compact PLIDA codes are not verified.","ATO super fund member reporting user guide; R/dil_social_employment_values.R","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","MBR_ACNT_STS_CD",,,,"typed_missing_unpublished_internal_codeframe","The local generator mixes member-account status with lost status. The released SAE codeframe is required.","src/rust/src/sae.rs; ATO super fund member reporting user guide","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","MBSHP_ACNT_GOVT_RLVR_ACPTDIND",,,,"typed_missing_unpublished_internal_codeframe","The guide defines a Boolean concept. The Y/N PLIDA encoding is not verified.","ATO MAAS business implementation guide; R/dil_social_employment_values.R","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","MBSHP_ACNT_OUTWD_RLVRACPTDIND",,,,"typed_missing_unpublished_internal_codeframe","The guide defines a Boolean concept. The Y/N PLIDA encoding is not verified.","ATO MAAS business implementation guide; R/dil_social_employment_values.R","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","MBSHPACNTINVTVINCMSTRMPRDCTIND",,,,"typed_missing_unpublished_internal_codeframe","The phase relation is coherent. The Y/N PLIDA encoding and rate are not verified.","ATO MAAS business implementation guide; R/dil_social_employment_values.R","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","PRVDR_TYP_CD",,,,"typed_missing_unpublished_internal_codeframe","The MCS codeframe has not been shown to be the SAE codeframe.","R/dil_tax_values.R; ATO super fund member reporting user guide","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"SAE","SPNTN_MBRSHPACNTRLVRACPTDIND",,,,"typed_missing_unpublished_internal_codeframe","The guide defines a Boolean concept. The Y/N PLIDA encoding is not verified.","ATO MAAS business implementation guide; R/dil_social_employment_values.R","An exact source column is retained when present. The fallback remains typed missing instead of using a locally invented domain."
"TRAVELLERS","VISA_STREAM_CODE",,,,"typed_missing_unpublished_visa_stream_codeframe","The PLIDA data item list publishes 0000 only as the fallback when a valid visa stream is unavailable. It does not publish the stream codeframe needed to translate the generated visa subclasses.","PLIDA data item list; R/complete_dil_structures.R; src/rust/src/travellers.rs","The field remains typed missing instead of assigning the 0000 fallback to every traveller."
"TVA","GF_PROV_REPORT_TYPE_ID",,,,"typed_missing_no_exact_avetmiss_mapping","The public AVETMISS definitions do not establish an exact mapping for this derived PLIDA identifier or status field.","NCVER AVETMISS Data element definitions 2.2 and 2.3; R/dil_vet_apprentice_values.R","The field remains typed missing instead of receiving a plausible but unverified code."
"TVA","PROVIDER_REPORTING_TYPE_ID_GF",,,,"typed_missing_no_exact_avetmiss_mapping","The public AVETMISS definitions do not establish an exact mapping for this derived PLIDA identifier or status field.","NCVER AVETMISS Data element definitions 2.2 and 2.3; R/dil_vet_apprentice_values.R","The field remains typed missing instead of receiving a plausible but unverified code."
"TVA","REGISTRATION_STATUS_ID_DRVD",,,,"typed_missing_no_exact_avetmiss_mapping","The public AVETMISS definitions do not establish an exact mapping for this derived PLIDA identifier or status field.","NCVER AVETMISS Data element definitions 2.2 and 2.3; R/dil_vet_apprentice_values.R","The field remains typed missing instead of receiving a plausible but unverified code."
"TVA","STUDY_MODE_ID",,,,"typed_missing_no_exact_avetmiss_mapping","The public AVETMISS definitions do not establish an exact mapping for this derived PLIDA identifier or status field.","NCVER AVETMISS Data element definitions 2.2 and 2.3; R/dil_vet_apprentice_values.R","The field remains typed missing instead of receiving a plausible but unverified code."
