"dataset","variable","occurrence_count","status","determination","rule","implemented_domain_or_derivation","evidence_source","caveat"
"AEDC","LCABSSEIFACATEGORY",6,"unsupported-codeframe","typed-missing-aggregate-rule","Typed NA_character_. LCABSSEIFACATEGORY depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","Typed NA_character_. LCABSSEIFACATEGORY depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LCABSUNEMPLOYED",3,"unsupported-codeframe","typed-missing-unavailable-aggregate","Typed NA_character_. LCABSUNEMPLOYED requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","Typed NA_character_. LCABSUNEMPLOYED requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. A verified aggregate, geography vintage and denominator are required."
"AEDC","LCABSYEAR12",3,"unsupported-codeframe","typed-missing-unavailable-aggregate","Typed NA_character_. LCABSYEAR12 requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","Typed NA_character_. LCABSYEAR12 requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. A verified aggregate, geography vintage and denominator are required."
"AEDC","LCABSYSPARENTS",3,"unsupported-codeframe","typed-missing-unavailable-aggregate","Typed NA_character_. LCABSYSPARENTS requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","Typed NA_character_. LCABSYSPARENTS requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. A verified aggregate, geography vintage and denominator are required."
"AEDC","LCARIACODE",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits LCARIACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits LCARIACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","LCARIANAME",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits LCARIANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits LCARIANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","LCLGACODE",6,"populated","implemented-public-codeframe","Shared geography rule samples a state-consistent LCLGACODE code or paired label from a bundled official codeframe.","Shared geography rule samples a state-consistent LCLGACODE code or paired label from a bundled official codeframe.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code-label pair is valid and state-consistent but is not calculated from a child address."
"AEDC","LCLGANAME",6,"populated","implemented-public-codeframe","Shared geography rule samples a state-consistent LCLGANAME code or paired label from a bundled official codeframe.","Shared geography rule samples a state-consistent LCLGANAME code or paired label from a bundled official codeframe.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code-label pair is valid and state-consistent but is not calculated from a child address."
"AEDC","LCMAPPABLE",6,"unsupported-codeframe","typed-missing-aggregate-rule","Typed NA_character_. LCMAPPABLE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","Typed NA_character_. LCMAPPABLE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LCPROFILE",6,"unsupported-codeframe","typed-missing-aggregate-rule","Typed NA_character_. LCPROFILE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","Typed NA_character_. LCPROFILE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LCPUBLIC",6,"unsupported-codeframe","typed-missing-aggregate-rule","Typed NA_character_. LCPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","Typed NA_character_. LCPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LGACODE",6,"populated","implemented-public-codeframe","Shared geography rule samples a state-consistent LGACODE code or paired label from a bundled official codeframe.","Shared geography rule samples a state-consistent LGACODE code or paired label from a bundled official codeframe.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code-label pair is valid and state-consistent but is not calculated from a child address."
"AEDC","LGANAME",6,"populated","implemented-public-codeframe","Shared geography rule samples a state-consistent LGANAME code or paired label from a bundled official codeframe.","Shared geography rule samples a state-consistent LGANAME code or paired label from a bundled official codeframe.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code-label pair is valid and state-consistent but is not calculated from a child address."
"AEDC","LGAPUBLIC",6,"populated","implemented-public-codeframe","Shared geography rule uses official publishable code 1 for LGAPUBLIC.","Shared geography rule uses official publishable code 1 for LGAPUBLIC.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code is public. Synthetic areas are treated as publishable because disclosure counts are not calculated."
"AEDC","LOCALCOMMUNITY",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits LOCALCOMMUNITY, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits LOCALCOMMUNITY, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","LOCALCOMMUNITYID",6,"structural","implemented-synthetic-identifier","AEDC rule creates a stable prefixed AEDC local community identifier. Deterministic records share nested groups within a build.","AEDC rule creates a stable prefixed AEDC local community identifier. Deterministic records share nested groups within a build.","PLIDA DIL variable definition; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R","The value preserves the AEDC local community relationship and identifier shape only. It is not an operational ID."
"AEDC","LOCATIONAGEID",2,"structural","implemented-synthetic-identifier","AEDC rule creates a stable prefixed location-age campus identifier. Deterministic records share nested groups within a build.","AEDC rule creates a stable prefixed location-age campus identifier. Deterministic records share nested groups within a build.","PLIDA DIL variable definition; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R","The value preserves the location-age campus relationship and identifier shape only. It is not an operational ID."
"AEDC","MOC",6,"structural","implemented-collection-structure","AEDC rule samples instrument-completion month from official values 4 to 9, with most records in May to July.","AEDC rule samples instrument-completion month from official values 4 to 9, with most records in May to July.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain is official. The month distribution is synthetic and is not calibrated to collection operations."
"AEDC","MSI",3,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names MSI but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names MSI but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","MSICATEGORY",3,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names MSICATEGORY but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names MSICATEGORY but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","MSIVALID",3,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names MSIVALID but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names MSIVALID but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","ONTRACK0",3,"populated","implemented-public-derivation","AEDC rule sets ONTRACK0 to 1 when no complete domain is on track; incomplete records remain missing.","AEDC rule sets ONTRACK0 to 1 when no complete domain is on track; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","This implements the legacy public concept and inherits synthetic domain categories."
"AEDC","ONTRACK1",3,"populated","implemented-public-derivation","AEDC rule sets ONTRACK1 to 1 when at least 1 complete domains are on track; incomplete records remain missing.","AEDC rule sets ONTRACK1 to 1 when at least 1 complete domains are on track; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","This implements the legacy public concept and inherits synthetic domain categories."
"AEDC","ONTRACK2",3,"populated","implemented-public-derivation","AEDC rule sets ONTRACK2 to 1 when at least 2 complete domains are on track; incomplete records remain missing.","AEDC rule sets ONTRACK2 to 1 when at least 2 complete domains are on track; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","This implements the legacy public concept and inherits synthetic domain categories."
"AEDC","ONTRACK3",3,"populated","implemented-public-derivation","AEDC rule sets ONTRACK3 to 1 when at least 3 complete domains are on track; incomplete records remain missing.","AEDC rule sets ONTRACK3 to 1 when at least 3 complete domains are on track; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","This implements the legacy public concept and inherits synthetic domain categories."
"AEDC","ONTRACK4",3,"populated","implemented-public-derivation","AEDC rule sets ONTRACK4 to 1 when at least 4 complete domains are on track; incomplete records remain missing.","AEDC rule sets ONTRACK4 to 1 when at least 4 complete domains are on track; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","This implements the legacy public concept and inherits synthetic domain categories."
"AEDC","ONTRACK5",3,"populated","implemented-public-derivation","AEDC rule sets ONTRACK5 to 1 when at least 5 complete domains are on track; incomplete records remain missing.","AEDC rule sets ONTRACK5 to 1 when at least 5 complete domains are on track; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","This implements the legacy public concept and inherits synthetic domain categories."
"AEDC","OT1",3,"populated","implemented-public-derivation","AEDC rule sets OT1 to 1 when at least 1 of five complete domain categories are 3 or 4; incomplete records remain missing.","AEDC rule sets OT1 to 1 when at least 1 of five complete domain categories are 3 or 4; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The definition is public. It inherits synthetic domain categories."
"AEDC","OT2",3,"populated","implemented-public-derivation","AEDC rule sets OT2 to 1 when at least 2 of five complete domain categories are 3 or 4; incomplete records remain missing.","AEDC rule sets OT2 to 1 when at least 2 of five complete domain categories are 3 or 4; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The definition is public. It inherits synthetic domain categories."
"AEDC","OT3",3,"populated","implemented-public-derivation","AEDC rule sets OT3 to 1 when at least 3 of five complete domain categories are 3 or 4; incomplete records remain missing.","AEDC rule sets OT3 to 1 when at least 3 of five complete domain categories are 3 or 4; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The definition is public. It inherits synthetic domain categories."
"AEDC","OT4",3,"populated","implemented-public-derivation","AEDC rule sets OT4 to 1 when at least 4 of five complete domain categories are 3 or 4; incomplete records remain missing.","AEDC rule sets OT4 to 1 when at least 4 of five complete domain categories are 3 or 4; incomplete records remain missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The definition is public. It inherits synthetic domain categories."
"AEDC","OT5",3,"populated","implemented-public-summary-rule","Exact source sets 1 when all five complete domains are on track.","Exact source sets 1 when all five complete domains are on track.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public concept is applied conservatively when all five domains are valid and inherits synthetic category cut-points."
"AEDC","OTHERILANGUAGEID1",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERILANGUAGEID1, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits OTHERILANGUAGEID1, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERILANGUAGEID2",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERILANGUAGEID2, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits OTHERILANGUAGEID2, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERILANGUAGEID3",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERILANGUAGEID3, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits OTHERILANGUAGEID3, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERILANGUAGEID4",1,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERILANGUAGEID4, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits OTHERILANGUAGEID4, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERLANGUAGEID1",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERLANGUAGEID1, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits OTHERLANGUAGEID1, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERLANGUAGEID2",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERLANGUAGEID2, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits OTHERLANGUAGEID2, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERLANGUAGEID3",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERLANGUAGEID3, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits OTHERLANGUAGEID3, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERLANGUAGEID4",5,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERLANGUAGEID4, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits OTHERLANGUAGEID4, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","PARENT1COUNTRY",2,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits PARENT1COUNTRY, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits PARENT1COUNTRY, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","PARENT1POSTSCHOOL",4,"populated","implemented-public-instrument-rule","AEDC rule gives PARENT1POSTSCHOOL official education codes 1 to 4 and 88 Not known.","AEDC rule gives PARENT1POSTSCHOOL official education codes 1 to 4 and 88 Not known.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain is public. Parent education is synthetic and is not linked to generated parent records."
"AEDC","PARENT1SCHOOL",4,"populated","implemented-public-instrument-rule","AEDC rule gives PARENT1SCHOOL official education codes 1 to 4 and 88 Not known.","AEDC rule gives PARENT1SCHOOL official education codes 1 to 4 and 88 Not known.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain is public. Parent education is synthetic and is not linked to generated parent records."
"AEDC","PARENT2POSTSCHOOL",4,"populated","implemented-public-instrument-rule","AEDC rule gives PARENT2POSTSCHOOL official education codes 1 to 4 and 88 Not known.","AEDC rule gives PARENT2POSTSCHOOL official education codes 1 to 4 and 88 Not known.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain is public. Parent education is synthetic and is not linked to generated parent records."
"AEDC","PARENT2SCHOOL",4,"populated","implemented-public-instrument-rule","AEDC rule gives PARENT2SCHOOL official education codes 1 to 4 and 88 Not known.","AEDC rule gives PARENT2SCHOOL official education codes 1 to 4 and 88 Not known.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The domain is public. Parent education is synthetic and is not linked to generated parent records."
"AEDC","PHNCODE",3,"populated","implemented-public-codeframe","Shared geography rule samples a state-consistent PHNCODE code or paired label from a bundled official codeframe.","Shared geography rule samples a state-consistent PHNCODE code or paired label from a bundled official codeframe.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code-label pair is valid and state-consistent but is not calculated from a child address."
"AEDC","PHNNAME",3,"populated","implemented-public-codeframe","Shared geography rule samples a state-consistent PHNNAME code or paired label from a bundled official codeframe.","Shared geography rule samples a state-consistent PHNNAME code or paired label from a bundled official codeframe.","AEDC 2025 Data Dictionary; R/dil_geography_values.R; bundled ABS LGA, Indigenous Region and PHN codeframes; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The code-label pair is valid and state-consistent but is not calculated from a child address."
"AEDC","PHYS",6,"populated","implemented-synthetic-domain-score","Exact source supplies a bounded 0 to 10 latent-trait proxy for PHYS.","Exact source supplies a bounded 0 to 10 latent-trait proxy for PHYS.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The range is public. Licensed item weights and the official numeric formula are unavailable, so values are explicitly synthetic proxies."
"AEDC","PHYS_1",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names PHYS_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_1_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names PHYS_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_2",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names PHYS_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_2_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names PHYS_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_3",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names PHYS_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_3_VULN",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names PHYS_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
